TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,053777,10,10,0,3,1,0,261,9,0,1,1,3,2026,2000,9,0,0,1,1,1.013,0.19999999999999998,1,0,2,0.3,2,0,0.3333
1,053822,0,0,0,0,21,0,330,8,0,1,2,22,75274,105271,35,0,0,13,14,0.715,0.4054,3,0,1,0.5945999999999999,0,1,0.0909
1,053831,0,0,0,3,1,9,105,36,0,0,0,8,6704,9873,23,0,0,3,3,0.6789999999999999,0.6086999999999999,3,0,2,0.3478,0,1,0
0,053833,0,0,0,2,1,5,238,6,0,3,11,8,15304,22963,15,0,0,3,5,0.6665,0.5556,2,1,3,0.44439999999999996,1,2,1.375
0,053875,0,0,0,0,,0,246,3,1,2,2,6,15538,26572,12,0,0,2,2,0.5848,0.5832999999999999,0,0,0,0.5,0,0,0.3333
0,053924,0,0,0,2,0,2,252,9,0,1,5,8,1955,8680,16,0,0,0,1,0.22519999999999998,0.5294,3,0,1,0.47059999999999996,0,1,0.625
0,053944,0,0,0,1,2,2,187,7,0,1,5,9,2089,21130,13,0,0,0,0,0.09889999999999999,0.7333,0,0,0,0.6,0,0,0.5556
0,053951,0,0,0,1,0,1,17,7,0,1,2,2,8719,10426,2,0,0,2,2,0.8362999999999999,1,0,0,0,1,0,0,1
0,053992,1,1,0,13,0,19,215,1,1,3,9,11,19159,20277,24,0,0,8,9,0.9449,0.5599999999999999,0,0,7,0.43999999999999995,0,0,0.8181999999999999
1,054017,0,0,0,5,0,5,85,8,0,2,4,9,16268,21432,15,1,1,2,3,0.7591,0.75,0,1,3,0.5625,1,1,0.44439999999999996
0,054116,10,1,0,8,1,10,208,2,1,3,4,9,27229,30945,15,4,2,3,3,0.8798999999999999,0.40909999999999996,1,3,8,0.40909999999999996,7,3,0.44439999999999996
0,054127,0,0,0,1,4,2,57,9,0,2,5,8,12373,15596,11,0,0,5,6,0.7932999999999999,0.7692,0,0,0,0.6154,0,0,0.625
0,054206,0,0,0,0,12,0,164,12,0,1,5,9,11437,38194,22,0,0,1,2,0.2994,0.4583,0,0,0,0.375,0,0,0.5556
0,054255,1,1,0,0,16,0,82,14,0,0,3,3,4373,7832,9,2,1,0,1,0.5583999999999999,0.5,0,1,3,0.25,1,1,1
0,054270,0,0,0,3,2,0,124,13,0,0,4,7,977,11280,18,0,0,0,0,0.0866,0.5455,0,0,0,0.3182,0,0,0.5713999999999999
0,054301,1,1,0,5,0,6,357,3,1,5,11,24,39831,99772,35,1,1,3,3,0.3992,0.5952,0,1,1,0.5713999999999999,2,1,0.4583
1,054332,2,2,0,3,1,3,220,12,0,2,11,15,24987,54285,14,1,0,6,10,0.4603,0.625,3,0,2,0.9375,2,2,0.7333
0,054366,0,0,0,1,4,4,13,8,0,1,2,1,,,2,0,0,,,,1,0,0,0,0.5,0,0,2
0,054375,21,15,0,11,1,5,73,23,0,0,1,1,2180,2180,3,4,4,1,1,1,0,0,4,5,0.1429,13,4,1
0,054395,0,0,0,1,1,0,54,8,0,2,5,10,11569,17762,15,0,0,1,3,0.6513,0.7999999999999999,0,0,0,0.6667,0,0,0.5
0,054484,0,0,0,0,18,0,121,5,0,2,4,13,21259,27157,17,0,0,6,8,0.7827999999999999,0.75,0,0,0,0.6499999999999999,0,0,0.3077
0,054573,0,0,0,1,4,0,300,7,0,1,2,7,9004,10651,13,1,1,3,4,0.8453999999999999,0.44439999999999996,0,1,6,0.38889999999999997,1,1,0.28569999999999995
1,054649,5,3,0,5,1,3,244,3,1,2,2,5,15543,14847,6,4,2,4,4,1.0469,0.13329999999999997,2,3,7,0.3333,4,4,0.39999999999999997
0,054693,0,0,0,0,,0,223,26,0,0,0,3,0,125,7,0,0,,,0,0.375,0,0,0,0.375,0,0,0
0,054752,0,0,0,5,2,17,201,8,0,5,9,11,17232,32985,29,0,0,1,3,0.5224,0.6333,0,0,4,0.36669999999999997,0,0,0.8181999999999999
1,054757,0,0,0,4,1,0,145,77,0,0,0,2,0,0,3,3,1,0,0,0,0,3,1,4,0.3333,1,1,0
1,054835,0,0,0,0,24,0,194,50,0,0,0,2,1376,3900,7,7,1,0,0,0.35279999999999995,0,3,4,11,0.1176,4,7,0
0,054852,1,0,0,1,2,1,239,5,0,1,1,4,16830,17634,14,4,1,1,1,0.9543999999999999,0.44439999999999996,0,2,7,0.22219999999999998,2,2,0.25
0,055038,0,0,0,1,6,0,43,2,1,4,9,9,19285,24956,11,0,0,4,4,0.7727999999999999,0.9167,0,0,0,0.75,0,0,1
1,055070,7,4,1,6,1,6,65,30,0,0,0,1,0,0,1,3,1,0,0,0,0,0,1,3,0.25,6,1,0
0,055161,0,0,0,1,1,0,189,44,0,0,0,9,38761,47055,15,2,0,4,4,0.8237,0.3333,2,2,8,0.5,2,3,0
0,055166,4,3,0,8,1,9,88,14,0,0,2,2,5930,8925,2,2,0,0,2,0.6644,0.39999999999999997,0,0,2,0.39999999999999997,0,0,1
0,055290,0,0,0,0,7,2,143,7,0,3,7,11,53850,64283,11,1,1,7,9,0.8376999999999999,0.6154,3,1,1,0.8462,1,1,0.6364
0,055350,4,1,1,2,0,7,217,8,0,1,1,16,16119,21862,17,11,2,8,9,0.7373,0.3571,3,3,15,0.5713999999999999,4,6,0.0625
1,055362,2,1,0,8,1,2,14,5,0,5,8,8,37816,40964,8,0,0,7,7,0.9231999999999999,1,0,0,0,1,2,0,1
0,055368,1,1,0,5,2,8,21,3,1,2,3,2,3010,3918,2,1,1,2,2,0.7682,0.5,0,1,1,0.5,2,1,1.5
0,055572,0,0,0,4,1,3,181,65,0,0,0,2,6964,6300,1,2,1,1,1,1.1054,0.3333,0,1,2,0.6667,1,1,0
0,055589,3,3,0,3,1,6,96,3,1,1,4,3,5240,5186,15,0,0,2,2,1.0104,0.5,0,0,1,0.1875,3,0,1.3333
0,055594,3,1,0,5,1,9,256,13,0,0,1,6,42125,42367,7,4,4,2,2,0.9943,0.41669999999999996,0,4,5,0.5,5,4,0.1667
0,055639,0,0,0,0,,0,214,19,0,0,2,7,28271,50007,16,0,0,1,2,0.5652999999999999,0.4286,0,0,0,0.3333,0,0,0.28569999999999995
0,055651,0,0,0,1,3,1,233,13,0,0,3,16,37837,68639,30,0,0,3,6,0.5511999999999999,0.6667,0,0,0,0.5333,0,0,0.1875
0,055672,0,0,0,0,17,4,47,10,0,1,1,1,1977,2500,1,0,0,1,1,0.7908,0.3333,0,0,0,0.3333,0,0,1
0,055691,1,0,1,6,1,6,279,3,1,1,1,2,824,2436,4,7,0,0,0,0.3383,0.0833,0,0,7,0.1667,0,0,0.5
0,055852,0,0,0,3,4,15,235,5,0,4,9,5,10299,16192,25,0,0,2,3,0.6361,0.3333,2,0,1,0.18519999999999998,0,1,1.7999999999999998
0,055895,1,0,0,0,12,1,294,8,0,2,7,11,20963,33300,17,1,0,4,7,0.6295,0.5789,0,0,2,0.5789,0,0,0.6364
0,055983,0,0,0,0,24,1,133,16,0,0,2,3,7948,12224,6,2,1,0,2,0.6501999999999999,0.5,2,1,2,0.375,1,2,0.6667
0,055987,0,0,0,0,8,1,80,26,0,0,0,3,6025,12029,7,0,0,0,1,0.5008999999999999,0.4286,0,0,1,0.4286,0,0,0
0,056050,2,1,0,7,1,9,204,5,0,2,6,8,12962,27678,17,1,0,4,4,0.4683,0.6667,0,1,3,0.44439999999999996,1,1,0.75
0,056159,0,0,0,3,2,1,15,4,0,3,4,4,12410,13586,4,0,0,1,1,0.9134,0.75,0,0,0,1,0,0,1
0,056161,0,0,0,2,6,2,128,6,0,6,10,16,29289,42729,29,0,0,5,9,0.6855,0.5277999999999999,0,0,0,0.44439999999999996,0,0,0.625
0,056163,5,5,0,5,1,5,141,17,0,0,4,10,28543,39233,19,0,0,6,8,0.7274999999999999,0.75,0,0,2,0.5,5,0,0.39999999999999997
0,056181,1,0,0,5,2,3,270,4,0,1,1,8,36692,40180,16,9,1,5,5,0.9131999999999999,0.29629999999999995,0,1,13,0.29629999999999995,1,1,0.125
0,056203,3,2,1,0,23,0,110,23,0,0,2,5,2385,3100,7,3,0,1,2,0.7694,0.45449999999999996,0,0,3,0.45449999999999996,0,0,0.39999999999999997
0,056213,0,0,0,4,1,4,262,7,0,1,9,12,14905,69963,28,0,0,1,2,0.213,0.7188,0,0,0,0.375,0,0,0.75
0,056275,4,2,0,2,1,0,116,13,0,0,1,3,2019,2298,6,0,0,1,2,0.8785999999999999,0.4286,1,0,3,0.4286,2,0,0.3333
0,056381,1,0,1,8,0,6,35,21,0,0,1,1,,,2,0,0,,,,0.6667,0,0,0,0.3333,0,0,1
0,056461,0,0,0,0,,0,35,10,0,1,1,2,361,2856,2,0,0,0,0,0.12639999999999998,1,0,0,0,1,0,0,0.5
0,056551,0,0,0,0,,0,129,2,1,1,1,2,0,500,3,0,0,,,0,0.5,0,0,0,0.5,0,0,0.5
0,056568,2,0,0,3,0,2,109,4,0,4,5,4,10519,13653,8,0,0,2,3,0.7705,0.6667,0,0,1,0.44439999999999996,0,0,1.25
0,056623,2,1,1,10,1,5,99,2,1,2,4,6,33398,40902,16,2,1,3,3,0.8164999999999999,0.3636,1,1,3,0.2727,1,1,0.6667
1,056666,0,0,0,22,1,19,343,7,0,1,1,6,70093,74173,12,9,4,4,5,0.945,0.1818,0,7,9,0.2727,7,7,0.1667
0,056679,4,1,0,1,5,0,169,23,0,0,1,5,348,9424,7,2,1,0,0,0.036899999999999995,0.5832999999999999,0,1,3,0.41669999999999996,3,1,0.19999999999999998
0,056724,3,3,0,6,1,4,143,26,0,0,0,5,61135,66347,14,0,0,4,4,0.9214,0.3571,2,0,1,0.3571,2,1,0
1,056741,5,2,1,4,2,4,283,16,0,0,2,6,36248,47208,5,7,3,5,6,0.7677999999999999,0,2,6,11,0.46149999999999997,9,7,0.3333
1,056767,0,0,0,0,7,0,160,24,0,0,1,4,9069,12566,5,5,2,3,3,0.7216999999999999,0.1538,3,4,8,0.3077,4,6,0.25
1,056777,11,11,0,2,0,4,40,40,0,0,0,,,,0,1,0,,,,0,0,1,1,,7,1,
0,056798,0,0,0,1,0,1,183,7,0,1,1,12,2555,33767,16,0,0,0,1,0.07569999999999999,0.9375,0,0,0,0.75,0,0,0.0833
1,056804,0,0,0,0,16,2,174,14,0,0,7,9,43794,64112,22,0,0,5,5,0.6830999999999999,0.5,0,0,0,0.40909999999999996,0,0,0.7777999999999999
0,056812,0,0,0,1,1,1,166,5,0,1,6,12,14113,28224,18,0,0,1,4,0.5,0.6521999999999999,0,0,1,0.5216999999999999,0,0,0.5
0,056827,0,0,0,1,6,0,275,3,1,1,5,13,1527,31983,21,0,0,0,0,0.0477,0.6399999999999999,0,0,0,0.5199999999999999,0,0,0.3846
0,056832,1,1,0,5,0,14,271,6,0,5,6,9,5312,12055,17,3,2,3,4,0.4406,0.4583,0,2,6,0.375,2,2,0.6667
1,056834,0,0,0,0,11,2,103,10,0,3,4,6,4301,8377,11,0,0,3,3,0.5134,0.6667,2,0,2,0.5,0,1,0.6667
0,056988,0,0,0,0,7,11,55,10,0,2,4,7,10326,23130,9,0,0,2,2,0.44639999999999996,0.8888999999999999,0,0,0,0.7777999999999999,0,0,0.5713999999999999
1,056994,1,1,0,0,9,2,337,20,0,0,2,4,1344,971,3,9,4,2,2,1.3840999999999999,0.0769,2,7,10,0.3077,8,8,0.5
0,057076,0,0,0,2,1,2,203,3,1,4,5,13,80360,113300,18,0,0,5,6,0.7092999999999999,0.7142999999999999,0,0,0,0.619,0,0,0.3846
0,057117,1,1,0,3,1,8,43,1,2,7,12,18,40869,57554,17,0,0,6,12,0.7101,0.7618999999999999,0,0,0,0.8571,1,0,0.6667
0,057180,0,0,0,0,,0,15,15,0,0,1,1,,,1,0,0,,,,1,0,0,0,1,0,0,1
0,057189,0,0,0,8,0,5,179,3,2,4,5,14,13287,39986,22,0,0,2,5,0.3323,0.5651999999999999,0,0,0,0.6086999999999999,0,0,0.3571
0,057222,3,0,1,0,12,0,177,8,0,2,5,4,38853,44539,9,9,2,3,3,0.8723,0.44439999999999996,0,2,9,0.22219999999999998,2,2,1.25
0,057226,3,2,1,18,1,40,119,2,1,9,17,8,10479,11349,15,3,3,4,6,0.9232999999999999,0.625,0,3,3,0.3333,5,3,2.125
0,057302,4,3,1,6,0,4,76,7,0,4,7,4,57591,60115,15,0,0,4,4,0.958,0.6,0,0,0,0.2667,1,0,1.75
0,057327,0,0,0,1,0,1,299,1,1,2,6,12,41485,43676,18,0,0,8,8,0.9498,0.48,0,0,0,0.48,0,0,0.5
0,057340,0,0,0,0,7,2,366,11,0,1,1,4,2332,3066,7,4,4,1,3,0.7605999999999999,0.45449999999999996,0,4,4,0.3636,4,4,0.25
1,057411,1,1,0,10,1,8,187,28,0,0,0,3,3415,3822,7,0,0,1,2,0.8935,0.25,2,0,3,0.375,1,1,0
0,057421,0,0,0,0,8,0,244,4,0,2,5,13,56062,65155,14,0,0,8,10,0.8603999999999999,0.8666999999999999,0,0,0,0.8666999999999999,0,0,0.3846
1,057596,0,0,0,1,3,5,246,21,0,0,2,13,39918,46539,21,0,0,10,10,0.8576999999999999,0.6364,1,0,0,0.5909,0,0,0.1538
1,057624,0,0,0,5,3,6,115,5,0,2,4,14,9175,34375,17,0,0,2,3,0.26689999999999997,0.7273,0,0,0,0.6364,0,0,0.28569999999999995
0,057635,0,0,0,2,1,1,134,12,0,1,3,3,6453,7500,9,0,0,2,2,0.8603999999999999,0.7273,0,0,0,0.2727,0,0,1
0,057767,0,0,0,3,0,4,151,3,1,3,4,12,28692,39700,16,0,0,4,8,0.7226999999999999,0.6841999999999999,0,0,1,0.6315999999999999,0,0,0.3333
0,057803,2,2,0,1,0,1,118,44,0,0,0,1,0,0,9,2,0,0,0,0,0,0,0,3,0.0833,0,0,0
0,057817,1,0,1,0,7,4,296,8,0,1,1,8,16639,22705,10,5,5,5,5,0.7327999999999999,0.5333,0,5,5,0.5333,5,5,0.125
0,057828,3,3,0,18,1,13,105,5,0,2,4,4,15894,23716,6,0,0,2,3,0.6701999999999999,0.6667,0,0,0,0.6667,1,0,1
0,057892,0,0,0,3,0,2,66,9,0,2,4,6,12859,27888,14,0,0,1,2,0.46109999999999995,0.5882,0,0,0,0.3529,0,0,0.6667
0,057956,0,0,0,0,,0,415,20,0,0,1,12,24304,32452,23,0,0,7,7,0.7488999999999999,0.6667,0,0,1,0.5,0,0,0.0833
0,057979,0,0,0,4,3,0,17,5,0,3,4,4,399,583,4,0,0,1,3,0.6843999999999999,0.7999999999999999,0,0,0,0.7999999999999999,0,0,1
1,058071,0,0,0,3,0,3,97,3,2,5,7,16,15871,61895,23,0,0,2,3,0.25639999999999996,0.7142999999999999,0,0,0,0.5713999999999999,0,0,0.4375
0,058090,3,0,0,0,8,1,370,5,0,2,2,3,233,509,6,0,0,0,1,0.4578,0.5,0,0,2,0.5,0,0,0.6667
1,058192,2,2,0,29,1,20,51,7,0,5,10,12,35331,40547,15,0,0,10,10,0.8714,0.9332999999999999,0,0,0,0.7999999999999999,2,0,0.8332999999999999
0,058282,1,1,0,1,3,0,117,8,0,1,3,8,20237,38020,10,1,0,2,4,0.5323,0.6667,0,0,2,0.6667,1,0,0.375
0,058286,0,0,0,0,,0,201,9,0,3,7,9,23890,30015,12,0,0,7,8,0.7958999999999999,0.8332999999999999,0,0,5,0.75,0,0,0.7777999999999999
0,058287,2,2,0,5,1,19,120,2,1,3,5,3,13905,15766,8,1,0,2,2,0.8819999999999999,0.7,0,0,1,0.3,1,0,1.6666999999999998
0,058308,1,0,1,11,0,13,98,2,1,7,11,10,34274,40026,24,0,0,3,4,0.8563,0.6295999999999999,0,0,0,0.37039999999999995,0,0,1.0999999999999999
0,058340,0,0,0,0,16,0,321,10,0,1,2,13,26361,37143,17,1,1,8,9,0.7097,0.619,0,1,1,0.619,1,1,0.1538
1,058450,1,0,1,0,17,1,786,4,0,2,2,2,3113,4186,3,2,0,1,2,0.7436999999999999,0.39999999999999997,0,1,3,0.39999999999999997,1,1,1
0,058503,0,0,0,3,1,2,153,10,0,2,5,11,17686,61150,26,0,0,4,5,0.28919999999999996,0.6295999999999999,3,0,0,0.4074,0,0,0.45449999999999996
0,058558,5,3,1,4,2,4,351,7,0,1,4,5,26300,33877,14,0,0,2,2,0.7763,0.6667,0,0,0,0.3333,3,0,0.7999999999999999
0,058588,0,0,0,0,13,1,274,3,1,3,8,10,10809,49100,28,0,0,1,2,0.2201,0.5,0,0,0,0.3333,0,0,0.7999999999999999
1,058596,2,2,0,1,1,2,34,3,2,4,10,8,23366,26396,11,0,0,6,6,0.8852,0.8462,0,0,0,0.6154,2,0,1.25
0,058639,0,0,0,3,0,3,79,8,0,1,6,9,17254,34612,15,0,0,1,4,0.4985,0.5294,0,0,1,0.5294,0,0,0.6667
0,058696,1,1,0,14,1,15,36,5,0,8,8,9,7156,19277,8,0,0,4,4,0.3712,0.7999999999999999,0,0,0,0.8999999999999999,0,0,0.8888999999999999
0,058705,0,0,0,1,3,0,228,3,1,2,5,7,11453,22451,18,0,0,2,2,0.5101,0.5789,0,0,0,0.36839999999999995,0,0,0.7142999999999999
0,058706,0,0,0,8,0,4,270,6,0,1,1,7,17788,30910,11,0,0,4,4,0.5754999999999999,0.8181999999999999,0,0,0,0.6364,0,0,0.1429
0,058708,0,0,0,1,4,6,63,6,0,3,11,16,26201,47492,22,0,0,5,10,0.5517,0.8077,0,0,0,0.6154,0,0,0.6875
1,058709,1,0,1,3,1,10,106,12,0,1,2,5,26593,27624,9,8,1,4,4,0.9626999999999999,0.1667,0,3,10,0.2778,3,3,0.39999999999999997
0,058719,1,1,0,1,4,15,102,3,1,5,10,8,18711,20781,17,8,2,6,6,0.9004,0.2692,3,4,9,0.3077,4,6,1.25
0,058786,3,3,0,5,1,6,84,14,0,0,4,6,12554,14486,14,0,0,3,4,0.8665999999999999,0.4375,2,0,1,0.375,0,1,0.6667
1,058813,4,0,0,2,1,4,95,6,0,1,2,6,9886,17107,14,0,0,1,2,0.5779,0.5,2,0,4,0.4286,0,1,0.3333
0,058933,0,0,0,0,7,0,109,7,0,1,1,1,0,0,1,2,0,0,0,0,0.3333,0,0,2,0.3333,0,0,1
1,058992,2,2,0,9,1,7,189,14,0,0,3,14,26071,42060,25,4,1,5,5,0.6198999999999999,0.43329999999999996,3,3,8,0.46669999999999995,5,5,0.2143
0,059227,0,0,0,5,0,3,125,13,0,0,3,14,31094,45136,29,0,0,7,8,0.6889,0.6175999999999999,0,0,1,0.4118,0,0,0.2143
0,059229,0,0,0,1,5,0,98,4,0,5,11,13,38444,55633,14,0,0,6,7,0.691,0.9332999999999999,0,0,0,0.8666999999999999,0,0,0.8462
0,059298,1,1,0,1,1,1,366,16,0,0,2,8,11969,36226,10,0,0,1,3,0.33039999999999997,0.7999999999999999,2,0,1,0.7999999999999999,0,1,0.25
0,059329,0,0,0,9,1,17,224,7,0,1,7,12,31179,37563,20,1,1,6,8,0.83,0.48,3,1,4,0.48,1,2,0.5832999999999999
0,059443,2,1,0,13,1,9,111,4,0,2,7,14,41611,60631,17,0,0,5,8,0.6862999999999999,0.6499999999999999,0,1,1,0.7,2,1,0.5
0,059515,1,1,0,4,0,7,280,4,0,1,3,13,46382,58909,19,0,0,7,7,0.7873,0.5651999999999999,0,0,0,0.5651999999999999,1,0,0.23079999999999998
0,059541,0,0,0,3,0,2,243,13,0,0,2,13,21058,61020,24,0,0,4,5,0.34509999999999996,0.6,0,0,0,0.5199999999999999,0,0,0.1538
0,059565,0,0,0,6,0,11,170,2,1,2,6,13,39749,73193,28,0,0,7,8,0.5430999999999999,0.5152,0,0,2,0.3939,0,0,0.46149999999999997
0,059624,0,0,0,6,2,8,164,3,1,4,6,6,14948,16823,13,1,0,3,4,0.8885,0.5333,0,0,3,0.39999999999999997,0,0,1
0,059770,1,0,0,4,0,2,64,14,0,0,1,1,,,1,0,0,,,,0,1,0,1,0.3333,0,0,1
0,059774,0,0,0,0,,0,219,9,0,3,3,8,24507,30760,10,1,1,4,7,0.7967,0.5,1,1,2,0.6667,1,1,0.375
0,059797,1,0,0,8,1,17,117,8,0,4,8,8,43223,52340,26,3,1,3,4,0.8258,0.6,0,1,4,0.2667,1,1,1
0,059805,3,0,1,0,,0,155,21,0,0,1,3,1551,4000,3,5,3,0,1,0.3878,0.375,0,3,6,0.375,3,3,0.3333
0,060009,1,0,0,0,22,0,249,21,0,0,1,9,11714,23032,13,1,0,1,2,0.5085999999999999,0.5333,2,1,2,0.6,1,2,0.11109999999999999
1,060051,0,0,0,4,1,2,228,9,0,2,7,25,33467,73715,32,0,0,6,9,0.45399999999999996,0.7646999999999999,1,0,0,0.7353,0,0,0.27999999999999997
0,060059,3,0,1,3,0,4,141,3,1,3,3,7,33950,44920,7,7,3,2,2,0.7557999999999999,0.3333,0,3,7,0.46669999999999995,3,3,0.4286
0,060131,0,0,0,1,2,0,138,18,0,0,1,1,,,2,0,0,,,,1,0,0,1,0.5,0,0,1
0,060152,0,0,0,3,2,1,146,3,1,3,5,14,15801,39837,22,0,0,3,3,0.39659999999999995,0.6667,0,0,0,0.5832999999999999,0,0,0.3571
0,060159,0,0,0,3,5,1,127,5,0,3,4,8,11079,33475,12,1,1,1,1,0.33099999999999996,0.5385,0,1,1,0.6154,1,1,0.5
0,060177,0,0,0,1,5,1,131,14,0,0,3,6,8073,15754,12,1,0,1,1,0.5124,0.5713999999999999,2,0,1,0.4286,0,1,0.5
0,060289,0,0,0,7,1,4,236,52,0,0,0,5,2191,5673,5,0,0,2,2,0.3862,1,0,0,0,1,0,0,0
0,060405,0,0,0,1,3,0,57,9,0,1,1,3,3971,11000,5,0,0,0,1,0.361,1,0,0,0,0.6,0,0,0.3333
0,060516,0,0,0,1,2,1,237,2,2,3,4,9,53888,72683,18,0,0,4,5,0.7414,0.39999999999999997,0,0,0,0.44999999999999996,0,0,0.44439999999999996
0,060544,17,2,0,1,3,1,247,5,0,1,3,7,18569,22771,12,0,0,1,3,0.8154999999999999,0.5,0,0,1,0.4375,4,0,0.4286
0,060590,0,0,0,1,1,1,151,47,0,0,0,8,5354,12276,16,1,1,2,2,0.4361,0.5882,0,1,4,0.47059999999999996,1,1,0
0,060646,1,1,0,0,8,5,190,7,0,3,6,11,9326,21016,23,0,0,3,3,0.4438,0.6521999999999999,3,0,0,0.47829999999999995,1,0,0.5455
0,060666,3,0,1,1,5,2,118,5,0,2,4,3,12354,16413,4,2,1,2,2,0.7526999999999999,0.5,0,1,2,0.5,1,1,1.3333
1,060735,2,2,0,6,0,7,95,19,0,0,1,4,7762,14690,3,2,2,1,2,0.5284,0.28569999999999995,2,2,3,0.5713999999999999,3,3,0.25
0,060838,0,0,0,0,,0,348,9,0,1,2,8,15662,19234,18,0,0,4,6,0.8142999999999999,0.4211,3,0,2,0.4211,0,1,0.25
0,060904,0,0,0,2,4,1,45,5,0,4,6,7,5488,7787,11,0,0,2,3,0.7048,0.9090999999999999,0,0,0,0.6364,0,0,0.8571
0,060934,0,0,0,0,7,0,199,6,0,1,3,6,20129,26842,18,0,0,3,4,0.7498999999999999,0.44439999999999996,0,0,1,0.3333,0,0,0.5
1,061065,4,2,0,6,1,9,133,12,0,1,2,1,938,930,6,2,0,1,1,1.0086,0.25,0,1,4,0.125,1,1,2
0,061115,0,0,0,6,2,8,55,7,0,1,3,10,27284,42149,13,0,0,3,7,0.6473,0.75,0,0,0,0.625,0,0,0.3
0,061253,4,4,0,0,10,1,168,2,1,2,5,6,6666,10750,12,0,0,2,2,0.6201,0.75,0,0,0,0.5,1,0,0.8332999999999999
0,061286,1,1,0,7,0,16,213,3,1,9,13,12,22793,24646,25,1,0,8,11,0.9248,0.38889999999999997,0,0,3,0.3333,1,0,1.0833
0,061383,0,0,0,10,0,9,170,6,0,3,4,9,45102,63191,12,2,1,4,5,0.7136999999999999,0.5294,0,1,2,0.5294,1,1,0.44439999999999996
0,061438,0,0,0,6,4,6,241,4,0,1,4,9,9944,19981,23,0,0,1,2,0.4977,0.6399999999999999,0,0,0,0.36,0,0,0.44439999999999996
0,061502,0,0,0,0,9,1,137,9,0,2,4,8,26078,33716,13,1,0,4,4,0.7735,0.5,2,0,1,0.5713999999999999,0,1,0.5
0,061516,1,0,0,8,1,4,39,2,1,1,5,13,40107,59387,15,0,0,6,9,0.6752999999999999,0.875,0,1,1,0.8125,2,1,0.3846
0,061553,3,2,1,1,3,0,166,11,0,1,1,2,2474,3966,3,2,1,0,1,0.6237999999999999,0.6,0,1,2,0.39999999999999997,1,1,0.5
1,061607,1,1,0,7,1,8,161,3,1,4,6,13,32003,43004,20,2,0,6,7,0.7442,0.47829999999999995,3,3,4,0.5651999999999999,4,3,0.46149999999999997
0,061683,0,0,0,4,1,12,135,9,0,3,6,6,9943,18826,18,0,0,1,2,0.5281999999999999,0.6315999999999999,0,0,0,0.31579999999999997,0,0,1
0,061713,0,0,0,2,1,1,291,6,0,2,4,9,32984,50933,19,0,0,2,4,0.6476,0.7895,0,0,0,0.47369999999999995,0,0,0.44439999999999996
0,061719,1,1,0,4,1,2,131,15,0,0,4,9,48802,55318,13,0,0,6,6,0.8822,0.6922999999999999,0,0,0,0.6922999999999999,1,0,0.44439999999999996
0,061773,1,0,1,2,2,3,99,3,1,4,7,5,370,647,6,0,0,0,2,0.5719,0.625,0,0,0,0.625,0,0,1.4
0,061783,1,0,1,5,1,3,111,4,0,3,3,5,22005,33285,6,0,0,1,1,0.6610999999999999,1,0,0,0,0.8332999999999999,0,0,0.6
0,061797,0,0,0,5,0,3,289,6,0,4,7,14,34904,100724,22,0,0,3,7,0.3465,0.9544999999999999,0,0,0,0.6364,0,0,0.5
0,061923,1,0,0,3,3,3,117,8,0,1,2,2,995,1017,3,0,0,2,2,0.9783999999999999,0.5,0,0,0,0.5,0,0,1
0,061931,0,0,0,2,0,1,153,25,0,0,0,9,32985,43468,16,0,0,3,4,0.7587999999999999,0.5,2,0,1,0.5,0,1,0
0,062015,0,0,0,10,0,6,376,1,1,6,9,22,16629,91255,34,0,0,3,3,0.18219999999999997,0.6154,0,0,0,0.5640999999999999,0,0,0.40909999999999996
0,062049,0,0,0,5,1,8,296,24,0,0,1,23,105295,138502,29,0,0,8,9,0.7602,0.7222,1,0,1,0.6388999999999999,0,0,0.0435
0,062054,1,1,0,4,1,5,128,29,0,0,0,4,6628,7895,12,0,0,2,2,0.8394999999999999,0.0833,2,2,4,0.3333,2,3,0
1,062084,0,0,0,1,3,1,88,9,0,4,4,10,17108,23063,26,2,1,6,7,0.7417999999999999,0.4483,3,1,3,0.3448,1,1,0.39999999999999997
0,062095,0,0,0,1,4,1,69,2,1,6,13,16,47825,63169,28,0,0,5,6,0.7571,0.8275999999999999,0,0,0,0.5517,0,0,0.8125
0,062183,0,0,0,2,3,2,284,3,1,1,6,27,86256,140264,40,0,0,5,9,0.615,0.6904999999999999,0,0,0,0.6428999999999999,0,0,0.22219999999999998
1,062200,3,1,0,6,1,9,107,5,0,5,7,8,17024,20828,21,0,0,5,6,0.8173999999999999,0.3478,3,0,4,0.3478,2,2,0.875
0,062288,2,2,0,9,1,3,270,4,0,2,2,6,35369,36434,16,9,2,2,2,0.9708,0.29629999999999995,1,3,21,0.22219999999999998,3,3,0.3333
